PO#,Ship From,Destination,Status,Total Amount,Expected Arrival,Carrier Reference,Internal Notes
PO-745662,Shanghai Port,Rotterdam,AT_PORT,176169.11,2026-04-17 19:51:24,CARR-2354,
PO-693791,Shanghai Port,Tokyo Port,AT_PORT,61263.51,2026-04-20 19:51:24,CARR-2522,
PO-573180,Rotterdam,Shanghai Port,IN_TRANSIT,75627.83,2026-03-20 19:51:24,CARR-5798,
PO-101201,Berlin Factory,Tokyo Port,IN_TRANSIT,9059.57,2026-03-31 19:51:24,CARR-7474,Handle with care
PO-366353,Rotterdam,Dallas DC,DELIVERED,104514.17,2026-04-07 19:51:24,CARR-5860,
PO-417763,Tokyo Port,Shanghai Port,AT_PORT,15321.87,2026-04-15 19:51:24,CARR-6872,
PO-908643,Berlin Factory,Shanghai Port,IN_TRANSIT,215642.34,2026-04-07 19:51:24,CARR-1359,
PO-158842,Los Angeles Port,Shanghai Port,IN_TRANSIT,219852.37,2026-03-31 19:51:24,CARR-8078,Handle with care
PO-778069,Berlin Factory,Los Angeles Port,IN_TRANSIT,46411.06,2026-03-14 19:51:24,CARR-4962,Handle with care
PO-501286,Tokyo Port,Dallas DC,IN_TRANSIT,106262.61,2026-04-19 19:51:24,CARR-7463,Handle with care
PO-835090,Tokyo Port,Dallas DC,DELIVERED,75966.95,2026-04-10 19:51:24,CARR-2315,
PO-798964,Tokyo Port,Rotterdam,IN_TRANSIT,57610.03,2026-04-04 19:51:24,CARR-8586,
PO-356064,Shanghai Port,Berlin Factory,DELIVERED,60542.55,2026-03-21 19:51:24,CARR-2110,
PO-734908,Tokyo Port,Berlin Factory,IN_TRANSIT,26846.66,2026-04-05 19:51:24,CARR-6906,
PO-157601,Dallas DC,Los Angeles Port,IN_TRANSIT,129052.75,2026-03-25 19:51:24,CARR-9257,Handle with care
PO-444559,Los Angeles Port,Berlin Factory,IN_TRANSIT,180362.95,2026-04-13 19:51:24,CARR-5318,Handle with care
PO-269013,Rotterdam,Berlin Factory,IN_TRANSIT,110256.71,2026-03-28 19:51:24,CARR-1469,
PO-584920,Dallas DC,Berlin Factory,DELIVERED,197461.15,2026-04-02 19:51:24,CARR-8713,
PO-463535,Shanghai Port,Rotterdam,DELAYED,241464.68,2026-03-21 19:51:24,CARR-6461,Handle with care
PO-806697,Tokyo Port,Dallas DC,IN_TRANSIT,16365.53,2026-03-23 19:51:24,CARR-9170,
PO-401696,Berlin Factory,Dallas DC,DELAYED,135110.96,2026-04-13 19:51:24,CARR-6857,
PO-324143,Shanghai Port,Berlin Factory,IN_TRANSIT,83614.29,2026-04-18 19:51:24,CARR-7530,Handle with care
PO-846967,Rotterdam,Los Angeles Port,IN_TRANSIT,136157.82,2026-03-14 19:51:24,CARR-9211,Handle with care
PO-120108,Dallas DC,Los Angeles Port,DELIVERED,177677.02,2026-04-12 19:51:24,CARR-7438,
PO-453675,Berlin Factory,Los Angeles Port,IN_TRANSIT,115471.98,2026-04-18 19:51:24,CARR-3478,
PO-251001,Rotterdam,Shanghai Port,DELAYED,49942.24,2026-04-21 19:51:24,CARR-3112,Handle with care
PO-319439,Shanghai Port,Los Angeles Port,DELIVERED,84374.4,2026-04-08 19:51:24,CARR-7067,
PO-132136,Los Angeles Port,Shanghai Port,DELAYED,163035.89,2026-04-04 19:51:24,CARR-9924,
PO-190009,Los Angeles Port,Berlin Factory,AT_PORT,18069.88,2026-03-22 19:51:24,CARR-6782,Handle with care
PO-444705,Tokyo Port,Berlin Factory,IN_TRANSIT,234244.57,2026-03-20 19:51:24,CARR-7891,Handle with care
PO-486554,Los Angeles Port,Shanghai Port,AT_PORT,101806.74,2026-03-27 19:51:24,CARR-4706,
PO-127638,Dallas DC,Berlin Factory,IN_TRANSIT,215357.54,2026-03-20 19:51:24,CARR-6642,
PO-474076,Shanghai Port,Tokyo Port,DELAYED,237275.12,2026-03-26 19:51:24,CARR-3845,
PO-523005,Rotterdam,Tokyo Port,CUSTOMS_HOLD,172833.72,2026-04-16 19:51:24,CARR-6624,
PO-216801,Shanghai Port,Tokyo Port,IN_TRANSIT,160106.86,2026-04-13 19:51:24,CARR-9132,Handle with care
PO-527287,Rotterdam,Dallas DC,DELIVERED,185363.2,2026-04-11 19:51:24,CARR-4775,
PO-112992,Los Angeles Port,Dallas DC,DELIVERED,82924.37,2026-04-02 19:51:24,CARR-8843,
PO-119409,Rotterdam,Dallas DC,IN_TRANSIT,159620.1,2026-04-20 19:51:24,CARR-5854,Handle with care
PO-521339,Berlin Factory,Los Angeles Port,DELIVERED,90708.76,2026-03-17 19:51:24,CARR-9033,Handle with care
PO-141191,Shanghai Port,Rotterdam,AT_PORT,87932.61,2026-03-17 19:51:24,CARR-6740,Handle with care
PO-874042,Tokyo Port,Los Angeles Port,IN_TRANSIT,14473.27,2026-03-23 19:51:24,CARR-5456,Handle with care
PO-673797,Dallas DC,Rotterdam,DELAYED,28972.73,2026-03-16 19:51:24,CARR-5268,
PO-244342,Rotterdam,Dallas DC,IN_TRANSIT,37849.37,2026-03-23 19:51:24,CARR-1411,
PO-769660,Berlin Factory,Los Angeles Port,CUSTOMS_HOLD,138177.03,2026-03-14 19:51:24,CARR-5794,
PO-136281,Rotterdam,Shanghai Port,AT_PORT,63900.14,2026-03-18 19:51:24,CARR-9831,
PO-561593,Los Angeles Port,Dallas DC,IN_TRANSIT,80178.42,2026-03-30 19:51:24,CARR-5014,
PO-391953,Shanghai Port,Los Angeles Port,DELAYED,160116.16,2026-04-16 19:51:24,CARR-1959,Handle with care
PO-892419,Rotterdam,Tokyo Port,IN_TRANSIT,188710.9,2026-03-15 19:51:24,CARR-3615,
PO-665455,Los Angeles Port,Rotterdam,AT_PORT,220651.43,2026-03-18 19:51:24,CARR-3265,
PO-437184,Dallas DC,Berlin Factory,IN_TRANSIT,192680.22,2026-03-26 19:51:24,CARR-8519,
PO-857802,Berlin Factory,Dallas DC,DELIVERED,172607.69,2026-03-23 19:51:24,CARR-5359,
PO-236248,Tokyo Port,Rotterdam,IN_TRANSIT,153051.3,2026-03-14 19:51:24,CARR-2329,
PO-276477,Berlin Factory,Rotterdam,IN_TRANSIT,77224.09,2026-03-28 19:51:24,CARR-8309,
PO-321175,Los Angeles Port,Dallas DC,IN_TRANSIT,176424.22,2026-03-26 19:51:24,CARR-9240,
PO-775128,Berlin Factory,Tokyo Port,IN_TRANSIT,156034.47,2026-03-14 19:51:24,CARR-7683,
PO-560000,Tokyo Port,Los Angeles Port,IN_TRANSIT,78913.52,2026-04-19 19:51:24,CARR-1938,
PO-428503,Los Angeles Port,Rotterdam,DELIVERED,135868.02,2026-03-31 19:51:24,CARR-3869,
PO-538461,Los Angeles Port,Tokyo Port,DELIVERED,46732.01,2026-04-02 19:51:24,CARR-7032,
PO-716785,Tokyo Port,Dallas DC,IN_TRANSIT,59726.36,2026-03-28 19:51:24,CARR-6341,
PO-874232,Dallas DC,Los Angeles Port,AT_PORT,243828.24,2026-03-21 19:51:24,CARR-8228,Handle with care
PO-682892,Rotterdam,Berlin Factory,CUSTOMS_HOLD,125279.35,2026-04-20 19:51:24,CARR-4681,Handle with care
PO-456817,Los Angeles Port,Berlin Factory,CUSTOMS_HOLD,38072.25,2026-04-15 19:51:24,CARR-7574,
PO-913916,Berlin Factory,Dallas DC,AT_PORT,149788.16,2026-04-12 19:51:24,CARR-3839,Handle with care
PO-203644,Dallas DC,Tokyo Port,DELAYED,109085.11,2026-03-23 19:51:24,CARR-3834,
PO-717357,Rotterdam,Los Angeles Port,AT_PORT,10694.17,2026-04-20 19:51:24,CARR-8755,
PO-688189,Tokyo Port,Berlin Factory,CUSTOMS_HOLD,77957.7,2026-03-29 19:51:24,CARR-8944,
PO-800581,Shanghai Port,Berlin Factory,DELIVERED,206920.24,2026-04-02 19:51:24,CARR-6481,
PO-396982,Tokyo Port,Rotterdam,AT_PORT,180206.09,2026-03-25 19:51:24,CARR-1098,
PO-177381,Los Angeles Port,Tokyo Port,IN_TRANSIT,46806.93,2026-03-21 19:51:24,CARR-9252,
PO-652879,Berlin Factory,Rotterdam,IN_TRANSIT,86545.73,2026-04-13 19:51:24,CARR-2328,
PO-633143,Shanghai Port,Rotterdam,AT_PORT,36480.37,2026-03-27 19:51:24,CARR-2802,
PO-367017,Los Angeles Port,Tokyo Port,DELAYED,82149.12,2026-04-22 19:51:24,CARR-2796,
PO-505949,Tokyo Port,Shanghai Port,IN_TRANSIT,65475.66,2026-03-24 19:51:24,CARR-5099,
PO-278183,Tokyo Port,Rotterdam,IN_TRANSIT,187082.27,2026-03-27 19:51:24,CARR-9110,
PO-104077,Shanghai Port,Rotterdam,IN_TRANSIT,37469.56,2026-03-21 19:51:24,CARR-4109,
PO-792738,Shanghai Port,Tokyo Port,DELIVERED,26376.23,2026-04-03 19:51:24,CARR-5212,
PO-819657,Shanghai Port,Rotterdam,IN_TRANSIT,88639.03,2026-04-11 19:51:24,CARR-7196,
PO-893160,Los Angeles Port,Tokyo Port,CUSTOMS_HOLD,137618.34,2026-03-28 19:51:24,CARR-4105,
PO-498046,Los Angeles Port,Shanghai Port,IN_TRANSIT,178113.65,2026-03-20 19:51:24,CARR-5450,
PO-791789,Shanghai Port,Berlin Factory,DELAYED,45354.23,2026-04-08 19:51:24,CARR-7097,
PO-440661,Berlin Factory,Tokyo Port,IN_TRANSIT,221591.38,2026-04-01 19:51:24,CARR-7755,
PO-490057,Tokyo Port,Rotterdam,IN_TRANSIT,182649.47,2026-04-20 19:51:24,CARR-1756,
PO-395528,Dallas DC,Shanghai Port,IN_TRANSIT,19111.05,2026-03-13 19:51:24,CARR-7634,
PO-816989,Dallas DC,Shanghai Port,IN_TRANSIT,32943.71,2026-04-21 19:51:24,CARR-2007,
PO-524538,Dallas DC,Berlin Factory,IN_TRANSIT,174006.0,2026-03-31 19:51:24,CARR-5811,
PO-449864,Los Angeles Port,Berlin Factory,AT_PORT,127304.84,2026-04-14 19:51:24,CARR-6634,Handle with care
PO-769627,Los Angeles Port,Tokyo Port,DELIVERED,6719.49,2026-04-18 19:51:24,CARR-4656,
PO-255446,Rotterdam,Dallas DC,IN_TRANSIT,91405.75,2026-04-18 19:51:24,CARR-6390,
PO-399629,Rotterdam,Berlin Factory,DELAYED,228900.1,2026-04-11 19:51:24,CARR-7516,
PO-255469,Rotterdam,Los Angeles Port,AT_PORT,105343.86,2026-04-12 19:51:24,CARR-9193,
PO-955714,Dallas DC,Shanghai Port,IN_TRANSIT,28618.21,2026-04-12 19:51:24,CARR-2741,
PO-231433,Shanghai Port,Berlin Factory,IN_TRANSIT,70885.75,2026-04-12 19:51:24,CARR-5737,
PO-876652,Los Angeles Port,Shanghai Port,CUSTOMS_HOLD,133551.86,2026-04-14 19:51:24,CARR-4502,Handle with care
PO-436752,Tokyo Port,Rotterdam,DELAYED,163571.16,2026-03-20 19:51:24,CARR-5963,
PO-647718,Tokyo Port,Shanghai Port,IN_TRANSIT,127939.43,2026-04-18 19:51:24,CARR-4549,
PO-356202,Los Angeles Port,Dallas DC,IN_TRANSIT,87108.12,2026-04-22 19:51:24,CARR-9275,Handle with care
PO-890980,Rotterdam,Dallas DC,DELIVERED,33072.07,2026-04-01 19:51:24,CARR-7483,
PO-293400,Tokyo Port,Rotterdam,AT_PORT,102260.94,2026-04-13 19:51:24,CARR-7168,
PO-564580,Shanghai Port,Los Angeles Port,DELIVERED,213356.16,2026-04-14 19:51:24,CARR-3454,
PO-773661,Tokyo Port,Rotterdam,AT_PORT,100636.05,2026-04-19 19:51:24,CARR-4774,Handle with care
PO-745295,Rotterdam,Dallas DC,IN_TRANSIT,203782.0,2026-03-29 19:51:24,CARR-5299,
PO-663668,Shanghai Port,Los Angeles Port,IN_TRANSIT,195631.57,2026-03-16 19:51:24,CARR-7657,
PO-899222,Tokyo Port,Shanghai Port,DELIVERED,71531.7,2026-04-04 19:51:24,CARR-9979,
PO-786283,Dallas DC,Rotterdam,IN_TRANSIT,6070.31,2026-03-13 19:51:24,CARR-2524,
PO-300338,Berlin Factory,Shanghai Port,IN_TRANSIT,189641.88,2026-04-03 19:51:24,CARR-7963,
PO-481145,Tokyo Port,Los Angeles Port,IN_TRANSIT,202785.84,2026-03-28 19:51:24,CARR-8649,
PO-191941,Los Angeles Port,Shanghai Port,AT_PORT,242793.6,2026-03-15 19:51:24,CARR-7230,
PO-800213,Shanghai Port,Dallas DC,IN_TRANSIT,239582.66,2026-04-07 19:51:24,CARR-7698,
PO-974258,Berlin Factory,Los Angeles Port,DELIVERED,188378.79,2026-04-21 19:51:24,CARR-1703,Handle with care
PO-220887,Dallas DC,Tokyo Port,AT_PORT,68717.67,2026-04-10 19:51:24,CARR-5461,
PO-543226,Tokyo Port,Los Angeles Port,IN_TRANSIT,109906.76,2026-04-13 19:51:24,CARR-1331,
PO-611320,Dallas DC,Berlin Factory,DELAYED,118196.44,2026-04-22 19:51:24,CARR-4756,
PO-950052,Los Angeles Port,Dallas DC,DELIVERED,222106.67,2026-04-08 19:51:24,CARR-9744,Handle with care
PO-138084,Dallas DC,Los Angeles Port,DELIVERED,170491.12,2026-03-20 19:51:24,CARR-4392,
PO-782241,Tokyo Port,Berlin Factory,AT_PORT,108839.28,2026-04-06 19:51:24,CARR-9440,
PO-326908,Dallas DC,Shanghai Port,IN_TRANSIT,103306.54,2026-04-04 19:51:24,CARR-5508,
PO-822477,Shanghai Port,Tokyo Port,DELIVERED,101059.65,2026-04-15 19:51:24,CARR-9914,
PO-393775,Rotterdam,Los Angeles Port,IN_TRANSIT,115068.15,2026-03-23 19:51:24,CARR-5366,
PO-182674,Tokyo Port,Berlin Factory,IN_TRANSIT,50950.12,2026-04-06 19:51:24,CARR-1704,
PO-166187,Berlin Factory,Los Angeles Port,AT_PORT,143047.99,2026-04-09 19:51:24,CARR-5057,Handle with care
PO-841317,Dallas DC,Berlin Factory,DELIVERED,50986.52,2026-04-20 19:51:24,CARR-6208,
PO-921886,Berlin Factory,Tokyo Port,DELIVERED,108154.35,2026-03-13 19:51:24,CARR-9338,
PO-904960,Los Angeles Port,Tokyo Port,IN_TRANSIT,15830.19,2026-04-14 19:51:24,CARR-4537,
PO-341914,Shanghai Port,Rotterdam,DELAYED,231475.78,2026-04-04 19:51:24,CARR-5945,
PO-683495,Los Angeles Port,Dallas DC,AT_PORT,62676.24,2026-03-21 19:51:24,CARR-2573,
PO-951405,Shanghai Port,Berlin Factory,IN_TRANSIT,224503.92,2026-03-19 19:51:24,CARR-7489,
PO-387555,Dallas DC,Berlin Factory,DELAYED,64675.51,2026-04-05 19:51:24,CARR-6417,Handle with care
PO-574428,Los Angeles Port,Berlin Factory,DELAYED,46374.36,2026-03-14 19:51:24,CARR-8128,
PO-547949,Berlin Factory,Tokyo Port,DELIVERED,36105.67,2026-03-23 19:51:24,CARR-3532,
PO-173182,Dallas DC,Rotterdam,IN_TRANSIT,6471.26,2026-04-12 19:51:24,CARR-7190,Handle with care
PO-469561,Rotterdam,Tokyo Port,CUSTOMS_HOLD,200497.81,2026-03-18 19:51:24,CARR-9426,
PO-789505,Berlin Factory,Shanghai Port,IN_TRANSIT,201175.58,2026-04-18 19:51:24,CARR-6885,
PO-467306,Los Angeles Port,Rotterdam,DELIVERED,128046.61,2026-04-07 19:51:24,CARR-8707,
PO-428600,Dallas DC,Los Angeles Port,DELAYED,84424.05,2026-04-12 19:51:24,CARR-9804,Handle with care
PO-372630,Rotterdam,Los Angeles Port,IN_TRANSIT,235805.21,2026-04-05 19:51:24,CARR-2619,
PO-421484,Berlin Factory,Dallas DC,AT_PORT,230751.22,2026-04-06 19:51:24,CARR-6262,
PO-198404,Tokyo Port,Shanghai Port,IN_TRANSIT,113077.98,2026-03-22 19:51:24,CARR-1436,
PO-160574,Berlin Factory,Los Angeles Port,IN_TRANSIT,172324.92,2026-03-15 19:51:24,CARR-8840,
PO-366826,Los Angeles Port,Tokyo Port,CUSTOMS_HOLD,163816.6,2026-03-21 19:51:24,CARR-2045,
PO-289206,Shanghai Port,Rotterdam,IN_TRANSIT,115162.03,2026-03-28 19:51:24,CARR-7256,
PO-347814,Rotterdam,Berlin Factory,DELIVERED,224929.5,2026-04-07 19:51:24,CARR-6577,
PO-494689,Rotterdam,Tokyo Port,IN_TRANSIT,134192.5,2026-04-14 19:51:24,CARR-2561,
PO-150028,Los Angeles Port,Tokyo Port,AT_PORT,187034.48,2026-04-08 19:51:24,CARR-7837,
PO-944731,Dallas DC,Shanghai Port,DELAYED,200382.91,2026-03-21 19:51:24,CARR-3287,
PO-598581,Rotterdam,Berlin Factory,IN_TRANSIT,45901.17,2026-04-09 19:51:24,CARR-1621,
PO-861143,Tokyo Port,Los Angeles Port,IN_TRANSIT,161160.66,2026-03-27 19:51:24,CARR-2262,
PO-332251,Dallas DC,Tokyo Port,DELIVERED,214548.38,2026-04-13 19:51:24,CARR-1721,
PO-145707,Rotterdam,Los Angeles Port,IN_TRANSIT,237499.14,2026-04-17 19:51:24,CARR-9060,
PO-650419,Berlin Factory,Rotterdam,IN_TRANSIT,37344.81,2026-03-14 19:51:24,CARR-5141,
PO-665173,Berlin Factory,Shanghai Port,IN_TRANSIT,57868.13,2026-04-02 19:51:24,CARR-4755,
PO-725317,Rotterdam,Tokyo Port,AT_PORT,165580.64,2026-04-09 19:51:24,CARR-4951,Handle with care
PO-742788,Rotterdam,Berlin Factory,IN_TRANSIT,83765.8,2026-04-13 19:51:24,CARR-2653,
PO-105033,Dallas DC,Rotterdam,IN_TRANSIT,78257.35,2026-04-20 19:51:24,CARR-4197,
PO-723135,Berlin Factory,Rotterdam,IN_TRANSIT,42583.28,2026-03-19 19:51:24,CARR-1832,
PO-531271,Dallas DC,Berlin Factory,IN_TRANSIT,143383.96,2026-03-28 19:51:24,CARR-4149,Handle with care
PO-406056,Los Angeles Port,Berlin Factory,IN_TRANSIT,112474.95,2026-03-27 19:51:24,CARR-8011,
PO-409394,Los Angeles Port,Dallas DC,IN_TRANSIT,224773.19,2026-04-03 19:51:24,CARR-6272,
PO-629897,Shanghai Port,Berlin Factory,IN_TRANSIT,182623.78,2026-03-22 19:51:24,CARR-5547,
PO-270385,Tokyo Port,Dallas DC,IN_TRANSIT,7739.87,2026-04-05 19:51:24,CARR-4203,
PO-122081,Los Angeles Port,Shanghai Port,IN_TRANSIT,179580.51,2026-04-04 19:51:24,CARR-4974,
PO-903390,Los Angeles Port,Tokyo Port,CUSTOMS_HOLD,31440.3,2026-03-20 19:51:24,CARR-2711,
PO-622276,Los Angeles Port,Dallas DC,IN_TRANSIT,221421.9,2026-03-13 19:51:24,CARR-2064,
PO-318054,Shanghai Port,Berlin Factory,IN_TRANSIT,170209.96,2026-04-12 19:51:24,CARR-2361,
PO-964347,Dallas DC,Los Angeles Port,CUSTOMS_HOLD,124975.99,2026-03-24 19:51:24,CARR-4692,Handle with care
PO-594155,Berlin Factory,Tokyo Port,DELAYED,119307.03,2026-03-26 19:51:24,CARR-4646,
PO-307202,Berlin Factory,Los Angeles Port,DELAYED,135347.44,2026-04-11 19:51:24,CARR-3827,
PO-259608,Los Angeles Port,Berlin Factory,DELIVERED,150514.93,2026-04-06 19:51:24,CARR-6279,
PO-776255,Tokyo Port,Shanghai Port,IN_TRANSIT,222662.44,2026-04-16 19:51:24,CARR-7435,
PO-124349,Los Angeles Port,Berlin Factory,IN_TRANSIT,129084.74,2026-03-23 19:51:24,CARR-1668,
PO-892890,Los Angeles Port,Shanghai Port,DELAYED,202793.99,2026-03-18 19:51:24,CARR-6686,
PO-621256,Berlin Factory,Tokyo Port,IN_TRANSIT,135816.74,2026-04-22 19:51:24,CARR-2459,
PO-708520,Berlin Factory,Rotterdam,AT_PORT,124601.25,2026-04-05 19:51:24,CARR-2939,
PO-739898,Berlin Factory,Dallas DC,IN_TRANSIT,86131.88,2026-04-16 19:51:24,CARR-9040,
PO-703365,Tokyo Port,Dallas DC,IN_TRANSIT,37048.49,2026-03-31 19:51:24,CARR-3276,
PO-958164,Dallas DC,Berlin Factory,IN_TRANSIT,219071.35,2026-04-22 19:51:24,CARR-8246,
PO-294081,Dallas DC,Shanghai Port,AT_PORT,230860.39,2026-04-09 19:51:24,CARR-6009,
PO-933593,Berlin Factory,Dallas DC,IN_TRANSIT,246367.99,2026-03-15 19:51:24,CARR-2032,
PO-831049,Tokyo Port,Los Angeles Port,DELIVERED,198618.56,2026-04-11 19:51:24,CARR-9380,
PO-331270,Berlin Factory,Los Angeles Port,IN_TRANSIT,105886.91,2026-04-09 19:51:24,CARR-5704,
PO-323088,Tokyo Port,Rotterdam,IN_TRANSIT,113242.26,2026-04-15 19:51:24,CARR-8132,
PO-574451,Berlin Factory,Tokyo Port,AT_PORT,194643.27,2026-04-12 19:51:24,CARR-9488,Handle with care
PO-572829,Shanghai Port,Rotterdam,IN_TRANSIT,179689.96,2026-03-25 19:51:24,CARR-8290,
PO-701743,Dallas DC,Rotterdam,DELIVERED,137968.65,2026-04-07 19:51:24,CARR-4251,
PO-600039,Dallas DC,Rotterdam,DELAYED,182102.38,2026-04-03 19:51:24,CARR-6625,
PO-691820,Tokyo Port,Dallas DC,AT_PORT,161152.59,2026-04-11 19:51:24,CARR-1164,Handle with care
PO-798877,Berlin Factory,Rotterdam,AT_PORT,147135.16,2026-04-09 19:51:24,CARR-9029,
PO-175231,Los Angeles Port,Tokyo Port,IN_TRANSIT,55962.05,2026-03-28 19:51:24,CARR-2339,
PO-472731,Rotterdam,Dallas DC,IN_TRANSIT,108383.45,2026-03-20 19:51:24,CARR-3956,
PO-264952,Berlin Factory,Rotterdam,IN_TRANSIT,119656.08,2026-04-12 19:51:24,CARR-7444,Handle with care
PO-588852,Berlin Factory,Los Angeles Port,CUSTOMS_HOLD,64481.31,2026-03-30 19:51:24,CARR-7851,Handle with care
PO-152895,Berlin Factory,Shanghai Port,AT_PORT,165213.31,2026-04-12 19:51:24,CARR-4145,Handle with care
PO-500488,Rotterdam,Los Angeles Port,IN_TRANSIT,80020.72,2026-04-13 19:51:24,CARR-3466,
PO-557102,Dallas DC,Los Angeles Port,DELAYED,162354.58,2026-04-05 19:51:24,CARR-2135,
PO-523422,Dallas DC,Los Angeles Port,CUSTOMS_HOLD,206435.64,2026-03-17 19:51:24,CARR-3245,
PO-830552,Tokyo Port,Shanghai Port,IN_TRANSIT,207396.58,2026-03-21 19:51:24,CARR-5292,
PO-252089,Shanghai Port,Tokyo Port,AT_PORT,50352.76,2026-03-28 19:51:24,CARR-9240,
PO-335301,Rotterdam,Berlin Factory,IN_TRANSIT,16459.71,2026-03-16 19:51:24,CARR-2952,
PO-940645,Shanghai Port,Berlin Factory,IN_TRANSIT,22398.96,2026-03-21 19:51:24,CARR-5242,Handle with care
PO-147774,Shanghai Port,Tokyo Port,IN_TRANSIT,201807.01,2026-03-28 19:51:24,CARR-3640,
PO-357701,Dallas DC,Rotterdam,IN_TRANSIT,83853.31,2026-03-14 19:51:24,CARR-7524,
PO-315783,Los Angeles Port,Dallas DC,IN_TRANSIT,164621.7,2026-04-01 19:51:24,CARR-5335,
PO-821321,Shanghai Port,Dallas DC,AT_PORT,124950.62,2026-04-01 19:51:24,CARR-9829,
PO-901099,Berlin Factory,Los Angeles Port,DELAYED,139421.2,2026-03-24 19:51:24,CARR-9350,
PO-809466,Dallas DC,Shanghai Port,AT_PORT,119504.67,2026-03-26 19:51:24,CARR-6578,Handle with care
PO-581609,Dallas DC,Rotterdam,AT_PORT,110762.82,2026-04-01 19:51:24,CARR-2583,
PO-209291,Shanghai Port,Tokyo Port,DELAYED,147738.92,2026-04-17 19:51:24,CARR-2360,
PO-116630,Rotterdam,Los Angeles Port,DELAYED,220470.3,2026-04-22 19:51:24,CARR-6621,Handle with care
PO-608017,Berlin Factory,Shanghai Port,IN_TRANSIT,135063.52,2026-04-14 19:51:24,CARR-1492,
PO-175909,Rotterdam,Dallas DC,AT_PORT,201328.69,2026-03-28 19:51:24,CARR-2316,
PO-897121,Tokyo Port,Shanghai Port,IN_TRANSIT,32874.34,2026-04-01 19:51:24,CARR-9018,
PO-807809,Los Angeles Port,Berlin Factory,IN_TRANSIT,172018.64,2026-03-21 19:51:24,CARR-8274,
PO-455150,Rotterdam,Dallas DC,DELAYED,72938.9,2026-04-06 19:51:24,CARR-2651,
PO-594640,Berlin Factory,Los Angeles Port,DELIVERED,242929.19,2026-03-14 19:51:24,CARR-5987,
PO-279684,Tokyo Port,Dallas DC,AT_PORT,13723.68,2026-04-14 19:51:24,CARR-7254,
PO-189809,Dallas DC,Los Angeles Port,CUSTOMS_HOLD,155157.84,2026-04-02 19:51:24,CARR-4659,
PO-259083,Dallas DC,Tokyo Port,IN_TRANSIT,186728.43,2026-04-14 19:51:24,CARR-5703,
PO-146772,Rotterdam,Tokyo Port,DELIVERED,22883.22,2026-04-17 19:51:24,CARR-5039,Handle with care
PO-695570,Berlin Factory,Rotterdam,IN_TRANSIT,124317.16,2026-03-27 19:51:24,CARR-9324,
PO-669808,Berlin Factory,Rotterdam,CUSTOMS_HOLD,140385.56,2026-03-24 19:51:24,CARR-2711,
PO-883733,Tokyo Port,Rotterdam,AT_PORT,217323.39,2026-04-08 19:51:24,CARR-3441,
PO-442643,Dallas DC,Los Angeles Port,IN_TRANSIT,57341.96,2026-03-13 19:51:24,CARR-1032,
PO-682116,Tokyo Port,Berlin Factory,DELIVERED,38073.82,2026-04-04 19:51:24,CARR-8464,
PO-162538,Tokyo Port,Shanghai Port,AT_PORT,77484.32,2026-04-05 19:51:24,CARR-8500,
PO-241487,Los Angeles Port,Shanghai Port,DELAYED,187786.33,2026-03-13 19:51:24,CARR-3006,
PO-619021,Rotterdam,Berlin Factory,IN_TRANSIT,195521.02,2026-03-17 19:51:24,CARR-4503,
PO-371331,Tokyo Port,Dallas DC,AT_PORT,213019.68,2026-03-27 19:51:24,CARR-1597,
PO-169351,Tokyo Port,Rotterdam,DELIVERED,68312.58,2026-03-29 19:51:24,CARR-4872,Handle with care
PO-673764,Shanghai Port,Dallas DC,DELIVERED,160574.15,2026-03-13 19:51:24,CARR-2475,
PO-533025,Tokyo Port,Berlin Factory,IN_TRANSIT,75570.69,2026-03-24 19:51:24,CARR-8376,
PO-473975,Dallas DC,Rotterdam,IN_TRANSIT,215898.77,2026-04-02 19:51:24,CARR-7490,
PO-478579,Dallas DC,Shanghai Port,DELIVERED,224751.52,2026-04-22 19:51:24,CARR-2961,
PO-519595,Berlin Factory,Tokyo Port,DELIVERED,63307.27,2026-03-14 19:51:24,CARR-7359,Handle with care
PO-364221,Tokyo Port,Rotterdam,DELIVERED,112190.53,2026-03-30 19:51:24,CARR-3574,
PO-329153,Los Angeles Port,Berlin Factory,CUSTOMS_HOLD,23683.37,2026-04-05 19:51:24,CARR-8250,
PO-400591,Dallas DC,Tokyo Port,DELIVERED,106503.58,2026-03-19 19:51:24,CARR-3421,
PO-695627,Shanghai Port,Rotterdam,IN_TRANSIT,118629.11,2026-04-19 19:51:24,CARR-1272,
PO-334037,Rotterdam,Dallas DC,IN_TRANSIT,183105.17,2026-04-04 19:51:24,CARR-6980,
PO-633839,Berlin Factory,Los Angeles Port,DELAYED,47127.6,2026-04-07 19:51:24,CARR-9528,
PO-317853,Los Angeles Port,Shanghai Port,IN_TRANSIT,157973.32,2026-03-13 19:51:24,CARR-8411,
PO-281977,Shanghai Port,Rotterdam,IN_TRANSIT,102508.14,2026-03-20 19:51:24,CARR-2002,
PO-396360,Shanghai Port,Rotterdam,IN_TRANSIT,41448.25,2026-03-16 19:51:24,CARR-1860,
PO-180010,Rotterdam,Tokyo Port,AT_PORT,177525.57,2026-03-16 19:51:24,CARR-2399,
PO-850158,Berlin Factory,Los Angeles Port,IN_TRANSIT,93670.19,2026-03-16 19:51:24,CARR-1318,
